movie_title,Production Budget,Worldwide Gross,genre,duration,num_critic_for_reviews,actor_1_facebook_likes,imdb_score,weekendTotal,midweekTotal,quarter
The Cat in the Hat,109000000,133818283,Comedy,82.0,109.0,760.0,3.8,75383280.0,16474000.0,4
Ali,109000000,87683966,Drama,165.0,174.0,10000.0,6.8,24983000.0,28007625.0,4
The Martian,108000000,663851905,Thriller/Suspense,151.0,568.0,13000.0,8.1,169030748.0,43636935.0,4
Stuart Little,105000000,298815224,Comedy,84.0,101.0,979.0,5.9,84217312.0,37141513.0,4
The Princess and the Frog,105000000,270997378,Adventure,97.0,228.0,852.0,7.1,64186549.0,23462788.0,4
Town & Country,105000000,10364769,Romantic Comedy,104.0,62.0,752.0,4.4,4576500.0,1196277.0,2
Gladiator,103000000,457683805,Action,171.0,265.0,3000.0,8.5,122690098.0,38405163.0,2
Public Enemies,102500000,212282709,Drama,140.0,357.0,40000.0,7.0,55441185.0,34341740.0,3
Casino Royale,102000000,594420283,Action,144.0,400.0,6000.0,8.0,102755751.0,31316899.0,4
Minority Report,102000000,358824714,Action,145.0,252.0,10000.0,7.7,86665538.0,28260288.0,2
Cloud Atlas,102000000,130673154,Drama,172.0,511.0,15000.0,7.5,19775039.0,5500116.0,4
Harry Potter and the Chamber of Secrets,100000000,878979634,Adventure,174.0,232.0,11000.0,7.4,196308418.0,44371780.0,4
Batman Forever,100000000,336529144,Action,121.0,144.0,920.0,5.4,122711415.0,43742467.0,2
Planet of the Apes,100000000,362211740,Adventure,119.0,230.0,1000.0,5.7,120280132.0,35665057.0,3
National Treasure,100000000,331323410,Adventure,131.0,193.0,12000.0,6.9,117162688.0,36561000.0,4
Django Unchained,100000000,449948323,Western,165.0,765.0,29000.0,8.5,84105984.0,67295642.0,4
Little Fockers,100000000,310650574,Comedy,98.0,180.0,22000.0,5.5,86554260.0,48280660.0,4
American Gangster,100000000,267985456,Drama,176.0,300.0,18000.0,7.8,94545465.0,21705780.0,4
Cloudy with a Chance of Meatballs,100000000,236827677,Comedy,90.0,191.0,622.0,7.0,100113242.0,14141937.0,3
The Other Guys,100000000,170936470,Comedy,116.0,265.0,12000.0,6.7,82456261.0,25441964.0,3
The Wolf of Wall Street,100000000,389870414,Black Comedy,240.0,606.0,29000.0,8.2,52735470.0,42685635.0,4
Epic,100000000,262794441,Adventure,102.0,203.0,14000.0,6.7,73290411.0,20530676.0,2
The Emperor's New Groove,100000000,169296573,Adventure,78.0,141.0,558.0,7.3,44856336.0,21654646.0,4
The Expendables 2,100000000,311979256,Action,103.0,383.0,26000.0,6.7,61718238.0,15858090.0,3
Where the Wild Things Are,100000000,99123656,Adventure,101.0,333.0,925.0,6.8,61471582.0,11697235.0,4
Eragon,100000000,249488115,Adventure,104.0,170.0,3000.0,5.1,48357608.0,18797801.0,4
Hercules,100000000,243388614,Action,101.0,245.0,12000.0,6.0,51304783.0,15425249.0,3
The Tourist,100000000,278731369,Thriller/Suspense,103.0,321.0,40000.0,6.0,44358325.0,17010785.0,4
End of Days,100000000,212026975,Action,121.0,174.0,1000.0,5.7,39482000.0,19397005.0,4
The Stepford Wives,100000000,96221971,Comedy,93.0,169.0,11000.0,5.2,32183463.0,10726000.0,2
Surf's Up,100000000,145395745,Adventure,85.0,154.0,12000.0,6.8,33475785.0,13619706.0,2
Blood Diamond,100000000,171377916,Action,143.0,166.0,29000.0,8.0,17075795.0,6971890.0,4
Legend of the Guardians: The Owls of Ga'Hoole,100000000,139716717,Adventure,101.0,188.0,2000.0,7.0,44608672.0,7581295.0,3
Starship Troopers,100000000,121100000,Action,129.0,192.0,660.0,7.2,41159773.0,9241696.0,4
Land of the Lost,100000000,69548641,Comedy,102.0,167.0,8000.0,5.4,34680665.0,10719415.0,2
Catwoman,100000000,82145379,Action,87.0,212.0,827.0,3.3,26260663.0,7257000.0,3
The Expendables 3,100000000,209461378,Action,131.0,320.0,26000.0,6.1,29213982.0,6977188.0,3
Treasure Planet,100000000,91800000,Adventure,95.0,127.0,23000.0,7.1,20650597.0,6384000.0,4
Green Zone,100000000,97523020,Drama,115.0,266.0,13000.0,6.9,26044025.0,6608600.0,1
Point Break,100000000,128131571,Action,114.0,163.0,1000.0,5.3,19631163.0,6761642.0,4
In the Heart of the Sea,100000000,90420758,Adventure,122.0,289.0,26000.0,7.0,16863817.0,6115637.0,4
Transcendence,100000000,103039258,Thriller/Suspense,119.0,355.0,40000.0,6.3,17055642.0,4289471.0,2
Son of the Mask,100000000,59918422,Comedy,94.0,78.0,490.0,2.2,8800000.0,1862000.0,1
The Peanuts Movie,99000000,250474038,Comedy,88.0,208.0,144.0,7.2,99835187.0,24791128.0,4
The Mummy Returns,98000000,435040395,Adventure,130.0,202.0,12000.0,6.3,153955374.0,28479775.0,2
Gangs of New York,97000000,183124621,Drama,216.0,233.0,29000.0,7.5,36259059.0,19815000.0,4
Cinderella,95000000,534551353,Drama,105.0,343.0,2000.0,7.0,149054368.0,36490659.0,1
Ice Age: Continental Drift,95000000,879765137,Adventure,88.0,233.0,22000.0,6.6,105391454.0,42397888.0,3
Black Hawk Down,95000000,159691085,Action,152.0,200.0,2000.0,7.7,74707000.0,17097000.0,4
Sex and the City 2,95000000,294680778,Comedy,146.0,221.0,962.0,4.3,53293345.0,33249604.0,2
Percy Jackson & the Olympians: The Lightning Thief,95000000,223050874,Adventure,118.0,217.0,8000.0,5.9,68068616.0,11076911.0,1
The Campaign,95000000,104907746,Comedy,85.0,255.0,8000.0,6.2,60966078.0,18268406.0,3
Unstoppable,95000000,169511609,Action,98.0,316.0,18000.0,6.8,60861756.0,16154905.0,4
The Fifth Element,95000000,263898761,Action,126.0,173.0,14000.0,7.7,1237035.0,499380.0,2
The Road to El Dorado,95000000,65700000,Adventure,89.0,82.0,2000.0,6.9,34624847.0,8855522.0,1
The Lovely Bones,95000000,94894448,Drama,135.0,308.0,873.0,6.7,34090317.0,5829361.0,4
Seventh Son,95000000,110623265,Adventure,102.0,175.0,12000.0,5.5,12914765.0,2929880.0,1
Finding Nemo,94000000,936429370,Adventure,100.0,301.0,1000.0,8.2,249958132.0,87622756.0,2
The Lord of the Rings: The Return of the King,94000000,1141403341,Adventure,192.0,328.0,5000.0,8.9,207886503.0,134131263.0,4
The Lord of the Rings: The Two Towers,94000000,934699645,Adventure,172.0,294.0,16000.0,8.7,182675408.0,117725915.0,4
Lara Croft: Tomb Raider,94000000,273330185,Adventure,100.0,199.0,11000.0,5.7,87639800.0,27756275.0,2
Jurassic Park III,93000000,365900000,Action,92.0,198.0,693.0,5.9,98044500.0,61830735.0,3
Rise of the Planet of the Apes,93000000,482860185,Adventure,105.0,529.0,11000.0,7.6,125285867.0,35553569.0,3
The Spiderwick Chronicles,92500000,162839667,Adventure,107.0,198.0,770.0,6.6,51017104.0,12319335.0,1
The Incredibles,92000000,614726752,Adventure,115.0,283.0,1000.0,8.0,194062458.0,44950000.0,4
A Good Day to Die Hard,92000000,304249198,Action,101.0,412.0,13000.0,5.3,43866904.0,18147235.0,1
The Alamo,92000000,23911362,Western,137.0,106.0,2000.0,6.0,13303858.0,3469000.0,2
The Secret Life of Walter Mitty,91000000,188536838,Comedy,114.0,362.0,3000.0,7.3,28170209.0,25707213.0,4
Men in Black,90000000,587790539,Adventure,98.0,175.0,10000.0,7.3,141336420.0,82327061.0,3
Toy Story 2,90000000,511358276,Adventure,82.0,191.0,15000.0,7.9,155689841.0,63915307.0,4
Rush Hour 2,90000000,347425832,Action,90.0,127.0,191.0,6.6,158688271.0,47165044.0,3
Sherlock Holmes,90000000,498438212,Adventure,128.0,415.0,21000.0,7.6,143817936.0,46126095.0,4
Jack Reacher,60000000,217370736,Drama,130.0,387.0,10000.0,7.0,47052789.0,25278095.0,4
Man on Fire,60000000,130968579,Thriller/Suspense,146.0,171.0,18000.0,7.7,58053922.0,12340000.0,2
The Family Man,60000000,124715863,Comedy,125.0,121.0,12000.0,6.7,33362330.0,18832820.0,4
Contagion,60000000,137551594,Thriller/Suspense,106.0,436.0,13000.0,6.6,57252251.0,14042306.0,3
Any Given Sunday,60000000,100230832,Drama,156.0,171.0,14000.0,6.8,40264853.0,23127359.0,4
The Horse Whisperer,60000000,186883563,Drama,170.0,96.0,19000.0,6.5,46952582.0,15461955.0,2
Coraline,60000000,126037057,Adventure,100.0,310.0,309.0,7.7,57507398.0,10772173.0,1
Ladder 49,60000000,102332848,Action,115.0,125.0,2000.0,6.5,55102148.0,11385000.0,4
Deep Blue Sea,60000000,165048228,Action,105.0,199.0,1000.0,5.8,46358000.0,20494892.0,3
Kangaroo Jack,60000000,90723216,Comedy,89.0,73.0,658.0,4.4,46409870.0,5008000.0,1
The Happening,60000000,162778384,Thriller/Suspense,91.0,323.0,11000.0,5.0,47417520.0,11738612.0,2
London Has Fallen,60000000,193857962,Action,99.0,225.0,18000.0,5.9,46199784.0,12244051.0,1
The Shaggy Dog,60000000,87123569,Comedy,98.0,76.0,21000.0,4.4,41965763.0,9451987.0,1
Hellboy,60000000,99823958,Action,132.0,242.0,366.0,6.8,43414937.0,9462000.0,2
A Civil Action,60000000,56709981,Drama,115.0,110.0,3000.0,6.5,42467263.0,8035950.0,4
Joy,60000000,101134059,Drama,124.0,315.0,34000.0,6.6,36840562.0,14851733.0,4
ParaNorman,60000000,108119662,Comedy,92.0,328.0,10000.0,7.0,41155132.0,9484857.0,3
The Jackal,60000000,159356941,Thriller/Suspense,124.0,83.0,24000.0,6.3,38513000.0,9624910.0,4
Paycheck,60000000,98819789,Thriller/Suspense,119.0,196.0,834.0,6.3,28573255.0,16599000.0,4
The Tale of Despereaux,60000000,90482317,Adventure,93.0,118.0,9000.0,6.1,30610640.0,14563030.0,4
The Boxtrolls,60000000,111946251,Adventure,96.0,219.0,874.0,6.8,41687929.0,6117815.0,3
The Tuxedo,60000000,104429625,Action,98.0,81.0,966.0,5.3,39723062.0,4890000.0,3
Jack Ryan: Shadow Recruit,60000000,131377412,Action,105.0,313.0,539.0,6.2,37114600.0,9005716.0,1
Miss Congeniality 2: Armed and Fabulous,60000000,101382396,Comedy,115.0,111.0,1000.0,5.0,29399233.0,10625000.0,1
Alien: Resurrection,60000000,160700000,Action,116.0,223.0,1000.0,6.3,27136000.0,10044582.0,4
Shooter,60000000,95538560,Thriller/Suspense,124.0,198.0,650.0,7.2,34609009.0,9197665.0,1
Practical Magic,60000000,68336997,Comedy,104.0,92.0,1000.0,6.1,29353000.0,7369078.0,4
Gangster Squad,60000000,104100903,Drama,113.0,415.0,33000.0,6.7,33280055.0,8988384.0,1
Year One,60000000,57604723,Comedy,100.0,170.0,10000.0,4.9,29263057.0,8559050.0,2
Edge of Darkness,60000000,82812456,Drama,117.0,258.0,2000.0,6.6,32696174.0,7573261.0,1
Star Trek: Nemesis,60000000,67312826,Adventure,116.0,172.0,27000.0,6.4,29488684.0,7008894.0,4
Reign of Fire,60000000,82150183,Action,101.0,138.0,23000.0,6.2,28349857.0,8558636.0,1
Planet 51,60000000,108996113,Adventure,91.0,156.0,12000.0,6.1,32226102.0,7482074.0,4
Duplicity,60000000,81079566,Thriller/Suspense,125.0,211.0,8000.0,6.2,30749035.0,7477290.0,1
Righteous Kill,60000000,78481410,Thriller/Suspense,101.0,198.0,22000.0,6.0,29247483.0,7117706.0,3
Invictus,60000000,124514011,Drama,134.0,306.0,13000.0,7.4,24795202.0,9574043.0,4
State of Play,60000000,88832210,Thriller/Suspense,127.0,252.0,18000.0,7.1,28245845.0,6534585.0,2
My Favorite Martian,60000000,36850101,Comedy,94.0,49.0,1000.0,4.9,26194226.0,4168368.0,1
The Sentinel,60000000,78080697,Thriller/Suspense,107.0,161.0,310.0,6.1,28341785.0,5928145.0,2
Trouble with the Curve,60000000,47818913,Drama,111.0,239.0,16000.0,6.8,26546272.0,7046938.0,3
Intolerable Cruelty,60000000,121327628,Romantic Comedy,100.0,161.0,436.0,6.3,25310685.0,4907000.0,4
Mercury Rising,60000000,32983332,Thriller/Suspense,111.0,79.0,13000.0,6.1,21586000.0,5348755.0,2
Almost Famous,60000000,47371191,Comedy,152.0,149.0,22000.0,7.9,21630000.0,5535144.0,3
Analyze That,60000000,54994757,Comedy,96.0,105.0,22000.0,5.9,16502471.0,3823323.0,4
The Soloist,60000000,38389024,Drama,117.0,210.0,21000.0,6.7,23869343.0,5791661.0,2
The Mortal Instruments: City of Bones,60000000,75965567,Adventure,130.0,212.0,5000.0,6.0,19056437.0,9276649.0,3
The Legend of Bagger Vance,60000000,39235486,Drama,126.0,125.0,13000.0,6.7,19362349.0,4323717.0,4
Dragonfly,60000000,30063805,Drama,104.0,117.0,780.0,6.1,22468000.0,3981000.0,1
Priest,60000000,84154026,Horror,87.0,225.0,865.0,5.7,22013476.0,4809626.0,2
Event Horizon,60000000,26673242,Horror,130.0,172.0,722.0,6.7,18571654.0,5048554.0,3
Sinbad: Legend of the Seven Seas,60000000,80767884,Adventure,85.0,98.0,11000.0,6.7,11721816.0,9011000.0,3
Dark Water,60000000,49473093,Thriller/Suspense,103.0,196.0,794.0,5.6,14549005.0,4820340.0,3
The Avengers,60000000,48585416,Action,173.0,703.0,26000.0,8.1,11431000.0,3440555.0,3
The Black Dahlia,60000000,49238525,Thriller/Suspense,121.0,240.0,19000.0,5.6,16584950.0,3584840.0,3
The Spirit,60000000,39006188,Action,103.0,223.0,19000.0,4.8,9723176.0,5448553.0,4
The Last Castle,60000000,20541668,Drama,131.0,110.0,968.0,6.9,10140000.0,2625000.0,4
Inkheart,60000000,66655938,Adventure,106.0,161.0,3000.0,6.1,14050838.0,2294648.0,1
Supernova,60000000,14816494,Action,91.0,100.0,889.0,4.8,6696639.0,1776909.0,1
Flyboys,60000000,14816379,Drama,140.0,123.0,11000.0,6.6,8379191.0,1809345.0,3
Winter's Tale,60000000,22468620,Drama,118.0,189.0,20000.0,6.2,9818979.0,1857786.0,1
Holy Man,60000000,12069719,Comedy,114.0,56.0,743.0,4.9,7493919.0,1070091.0,4
Meet Dave,60000000,50648806,Comedy,90.0,127.0,973.0,4.9,7763980.0,2969848.0,3
The Great Raid,60000000,10597070,Action,132.0,81.0,11000.0,6.7,6304000.0,1811000.0,3
Mortdecai,60000000,30396134,Comedy,107.0,181.0,40000.0,5.5,5803417.0,1457538.0,1
In the Name of the King: A Dungeon Siege Tale,60000000,13233220,Action,156.0,140.0,26000.0,3.8,961000.0,210000.0,1
Deadpool,58000000,801029249,Action,108.0,579.0,16000.0,8.1,268979125.0,62658964.0,1
American Sniper,58000000,547326372,Drama,133.0,490.0,14000.0,7.3,256486324.0,62126247.0,4
Goosebumps,58000000,158905324,Horror,103.0,218.0,2000.0,6.4,63319983.0,11374300.0,4
Red Tails,58000000,50365498,Action,125.0,144.0,1000.0,5.9,38818120.0,7924246.0,1
Just Like Heaven,58000000,100687083,Romantic Comedy,95.0,142.0,970.0,6.7,32158489.0,5982353.0,3
The Internship,58000000,93672764,Comedy,125.0,246.0,1000.0,6.3,30809393.0,9939284.0,2
The Flintstones in Viva Rock Vegas,58000000,59431365,Comedy,90.0,57.0,1000.0,3.6,23118098.0,3933585.0,2
Leatherheads,58000000,41348628,Romantic Comedy,114.0,186.0,142.0,6.0,24949735.0,4720495.0,2
Did You Hear About the Morgans?,58000000,80480566,Romantic Comedy,103.0,133.0,963.0,4.7,18616018.0,8206287.0,4
Resident Evil: Afterlife,57500000,295874190,Horror,97.0,253.0,14000.0,5.9,46202782.0,10062999.0,3
That's My Boy,57500000,58085235,Comedy,116.0,157.0,11000.0,5.6,24327578.0,8796637.0,2
Ghost Rider: Spirit of Vengeance,57000000,149217355,Action,96.0,287.0,12000.0,4.3,39896461.0,6980827.0,1
A Man Apart,36000000,43797731,Action,109.0,110.0,14000.0,6.1,18467500.0,4161000.0,2
Reindeer Games,36000000,23360779,Action,124.0,126.0,9000.0,5.7,14823000.0,4011907.0,1
Snow Falling on Cedars,36000000,14378353,Drama,127.0,95.0,746.0,6.8,7248970.0,2153240.0,4
Gattaca,36000000,12532777,Drama,106.0,175.0,685.0,7.8,6840000.0,1718000.0,4
Isn't She Great,36000000,2954405,Comedy,95.0,63.0,944.0,5.3,495000.0,378770.0,1
Head of State,35200000,38283765,Comedy,95.0,44.0,1000.0,5.4,26061750.0,4729000.0,1
The Hangover,35000000,465764086,Comedy,108.0,334.0,14000.0,7.8,175488853.0,74720634.0,2
The Blind Side,35000000,305705794,Drama,129.0,261.0,768.0,7.7,175225044.0,63050379.0,4
Batman,35000000,411348924,Action,126.0,186.0,920.0,7.6,154824962.0,67488597.0,2
Austin Powers: The Spy Who Shagged Me,35000000,312383487,Comedy,95.0,199.0,45000.0,6.6,129901000.0,54528551.0,2
True Grit,35000000,252276928,Western,110.0,493.0,13000.0,7.7,104978428.0,50291011.0,4
Identity Thief,35000000,175361578,Comedy,120.0,275.0,4000.0,5.7,99509830.0,25573105.0,1
The Devil Wears Prada,35000000,326073155,Comedy,109.0,208.0,11000.0,6.8,74682131.0,35895095.0,2
Horrible Bosses,35000000,212417601,Comedy,106.0,340.0,18000.0,6.9,76439358.0,30487388.0,3
Spy Kids,35000000,197692062,Adventure,88.0,122.0,2000.0,5.4,80995980.0,20547191.0,1
Trainwreck,35000000,140949327,Comedy,129.0,332.0,492.0,6.3,74260430.0,26629080.0,3
Saving Mr. Banks,35000000,114962525,Drama,125.0,405.0,15000.0,7.5,45527707.0,16709920.0,4
21,35000000,159846429,Thriller/Suspense,123.0,144.0,18000.0,6.8,62719423.0,13661736.0,1
Hotel for Dogs,35000000,122213085,Comedy,100.0,107.0,3000.0,5.4,56126299.0,7578135.0,1
Guess Who,35000000,102115888,Comedy,105.0,104.0,1000.0,5.9,50480283.0,10585000.0,1
L.A. Confidential,35000000,126204977,Drama,138.0,177.0,18000.0,8.3,27634378.0,7821674.0,3
Sky High,35000000,83109359,Adventure,100.0,127.0,947.0,6.2,33982294.0,13721131.0,3
In & Out,35000000,83226569,Comedy,90.0,83.0,19000.0,6.3,44926694.0,7765802.0,3
A Nightmare on Elm Street,35000000,117729621,Horror,101.0,256.0,40000.0,7.5,50477901.0,8777459.0,2
The Cell,35000000,85911226,Thriller/Suspense,109.0,225.0,812.0,6.3,39948000.0,12433640.0,3
The Benchwarmers,35000000,65063726,Comedy,75.0,90.0,11000.0,5.6,41211718.0,8955589.0,2
Secretariat,35000000,60376247,Drama,123.0,160.0,826.0,7.2,41912431.0,11562097.0,4
The Man in the Iron Mask,35000000,56968169,Adventure,132.0,83.0,29000.0,6.4,37962000.0,9177382.0,1
Friends with Benefits,35000000,146595891,Romantic Comedy,109.0,238.0,15000.0,6.6,35513017.0,14811829.0,3
Neighbors 2: Sorority Rising,35000000,108758521,Comedy,92.0,177.0,17000.0,6.0,38800895.0,11314395.0,2
TMNT,35000000,96096018,Action,87.0,191.0,11000.0,6.3,38933012.0,7354574.0,1
Radio,35000000,53293628,Drama,109.0,74.0,1000.0,6.9,37679368.0,7291000.0,4
Old Dogs,35000000,95104304,Comedy,88.0,124.0,49000.0,5.4,31900862.0,13398198.0,4
Poltergeist,35000000,95825125,Horror,120.0,223.0,887.0,7.4,34604956.0,7690009.0,2
Must Love Dogs,35000000,58405313,Romantic Comedy,98.0,120.0,944.0,5.9,24787772.0,8987572.0,3
License to Wed,35000000,70187088,Romantic Comedy,91.0,120.0,49000.0,5.3,21310785.0,16754933.0,3
Max Payne,35000000,85761789,Action,103.0,228.0,15000.0,5.4,31862168.0,6284858.0,4
Resident Evil,35000000,103787401,Horror,100.0,226.0,14000.0,6.7,28761000.0,6092000.0,1
The Ladykillers,35000000,77392139,Comedy,104.0,193.0,24000.0,6.2,19904028.0,3922000.0,1
Something Borrowed,35000000,65084116,Romantic Comedy,112.0,128.0,969.0,5.9,28207628.0,8029292.0,2
The Nativity Story,35000000,46309644,Drama,101.0,122.0,446.0,6.8,22800000.0,6790000.0,4
In Time,35000000,165103952,Thriller/Suspense,109.0,360.0,20000.0,6.7,27607890.0,7580721.0,4
The Back-up Plan,35000000,75281179,Romantic Comedy,104.0,148.0,1000.0,5.3,28606167.0,6741693.0,2
J. Edgar,35000000,84606030,Drama,137.0,392.0,29000.0,6.6,26756099.0,8175867.0,4
Hot Pursuit,35000000,45680201,Comedy,87.0,155.0,472.0,5.1,25762580.0,6145346.0,2
Concussion,35000000,50363790,Drama,123.0,219.0,10000.0,7.1,22595241.0,8489682.0,4
Closer,35000000,116177695,Drama,98.0,212.0,20000.0,7.3,14547998.0,3603000.0,4
Black Knight,35000000,33422806,Comedy,95.0,46.0,1000.0,4.8,21624000.0,7200000.0,4
The Bad News Bears,35000000,33500620,Comedy,102.0,40.0,288.0,7.3,17017391.0,6678279.0,3
House of Wax,35000000,70064800,Horror,108.0,228.0,730.0,5.3,23174471.0,4653274.0,2
From Hell,35000000,68712365,Thriller/Suspense,122.0,208.0,40000.0,6.8,20613000.0,5605000.0,4
Mirrors,35000000,77220596,Horror,112.0,208.0,1000.0,6.2,22598309.0,5537569.0,3
Queen of the Damned,35000000,30307804,Horror,101.0,137.0,775.0,5.2,20727000.0,3499000.0,1
Untraceable,35000000,52649951,Thriller/Suspense,101.0,195.0,2000.0,6.2,22308617.0,4584937.0,1
Abduction,35000000,86648359,Thriller/Suspense,106.0,180.0,327.0,5.0,22261063.0,4360695.0,3
Superhero Movie,35000000,73026302,Comedy,82.0,121.0,1000.0,4.5,21208649.0,3394581.0,1
Blast from the Past,35000000,26613620,Comedy,112.0,95.0,3000.0,6.6,18758542.0,3794366.0,1
Alex Cross,35000000,35426759,Thriller/Suspense,101.0,211.0,907.0,5.1,20097415.0,4388586.0,4
Jersey Girl,35000000,37066129,Comedy,102.0,164.0,939.0,6.2,13481000.0,2839000.0,1
Midnight in the Garden of Good and Evil,35000000,25078937,Drama,155.0,91.0,18000.0,6.6,15085000.0,4657051.0,4
Heist,35000000,28906817,Action,93.0,44.0,22000.0,6.1,16746000.0,4031000.0,4
Ella Enchanted,35000000,22913677,Comedy,96.0,89.0,11000.0,6.3,13226000.0,2134000.0,2
Premium Rush,35000000,31393201,Thriller/Suspense,91.0,248.0,23000.0,6.5,14273009.0,3718101.0,3
Broken City,35000000,34480045,Thriller/Suspense,109.0,298.0,1000.0,6.2,14432714.0,3544818.0,1
Valiant,35000000,64188387,Adventure,76.0,93.0,1000.0,5.6,11533130.0,2722057.0,3
Wonder Boys,35000000,33422485,Comedy,107.0,173.0,21000.0,7.4,10326000.0,2829175.0,1
Cursed,35000000,25114901,Horror,99.0,158.0,1000.0,5.0,14000000.0,1964000.0,1
Walk Hard: The Dewey Cox Story,35000000,20606053,Comedy,120.0,171.0,553.0,6.7,6057354.0,6056248.0,4
The Four Feathers,35000000,29882645,Drama,125.0,105.0,3000.0,6.5,13431355.0,2802000.0,3
Furry Vengeance,35000000,39340177,Comedy,92.0,101.0,3000.0,3.8,14697500.0,2208037.0,2
Parker,35000000,48543388,Thriller/Suspense,118.0,224.0,26000.0,6.2,12880144.0,3552216.0,1
Wimbledon,35000000,41666476,Romantic Comedy,98.0,129.0,4000.0,6.3,11207365.0,2286000.0,3
Bait,35000000,15471969,Action,93.0,145.0,465.0,5.2,10869000.0,2483892.0,3
After the Sunset,57000000,38329114,Action,97.0,117.0,4000.0,6.3,16696000.0,4788000.0,4
Captain Corelli's Mandolin,57000000,62097495,Drama,131.0,96.0,23000.0,5.9,14319740.0,4061955.0,3
The Pacifier,56000000,198006880,Comedy,95.0,125.0,14000.0,5.5,82188608.0,17565000.0,1
Walking Tall,56000000,47313824,Action,86.0,117.0,12000.0,6.2,29482323.0,7204000.0,2
Forrest Gump,55000000,679850637,Drama,142.0,149.0,15000.0,8.8,381654.0,121377.0,3
Alvin and the Chipmunks,55000000,362605033,Comedy,92.0,131.0,1000.0,5.2,147308115.0,52414445.0,4
Hitch,55000000,366784257,Romantic Comedy,118.0,171.0,10000.0,6.6,129388948.0,25832000.0,1
Meet the Parents,55000000,330425040,Comedy,108.0,150.0,22000.0,7.0,116303409.0,23533295.0,4
The Pursuit of Happyness,55000000,307325633,Drama,117.0,201.0,10000.0,8.0,99489737.0,41696245.0,4
Captain Phillips,55000000,220648184,Drama,134.0,491.0,15000.0,7.9,77860919.0,20736366.0,4
American Wedding,55000000,126425115,Comedy,74.0,153.0,3000.0,6.3,65362700.0,22677000.0,3
The Equalizer,55000000,192903624,Action,132.0,292.0,18000.0,7.2,75292781.0,18533357.0,3
Date Night,55000000,152269033,Comedy,101.0,247.0,15000.0,6.3,76655970.0,16333182.0,2
Maid in Manhattan,55000000,163838217,Romantic Comedy,105.0,114.0,5000.0,5.1,55800605.0,22199216.0,4
Flightplan,55000000,214392904,Thriller/Suspense,98.0,231.0,931.0,6.2,65949759.0,12939737.0,3
City of Angels,55000000,198750909,Drama,114.0,110.0,12000.0,6.7,54890683.0,12844661.0,2
Paddington,55000000,259541430,Adventure,95.0,224.0,838.0,7.2,56591424.0,9347363.0,1
Bowfinger,55000000,98699769,Comedy,85.0,140.0,21000.0,6.4,47694000.0,12106217.0,3
Shanghai Noon,55000000,71189835,Western,110.0,146.0,485.0,6.6,34451664.0,10447898.0,2
Free Birds,55000000,110387072,Comedy,91.0,118.0,1000.0,5.9,43468252.0,7143798.0,4
The Forbidden Kingdom,55000000,129075270,Action,104.0,206.0,5000.0,6.6,40866287.0,7880902.0,2
The Phantom of the Opera,55000000,153974114,Musical,143.0,153.0,18000.0,7.4,20149989.0,8040000.0,4
Muppets Most Wanted,55000000,79312301,Comedy,119.0,277.0,3000.0,6.4,37998306.0,8440735.0,1
Ronin,55000000,70692101,Action,122.0,149.0,22000.0,7.3,27237955.0,7010763.0,3
Burlesque,55000000,90552675,Drama,119.0,197.0,2000.0,6.4,24427409.0,12286713.0,4
Changeling,55000000,113805580,Thriller/Suspense,141.0,264.0,11000.0,7.8,26262520.0,7180496.0,4
The Watch,55000000,67130045,Comedy,102.0,265.0,622.0,5.7,22824037.0,8514821.0,3
The Hunted,55000000,47213095,Action,94.0,135.0,933.0,6.0,23609033.0,4989000.0,1
Instinct,55000000,34105207,Drama,126.0,100.0,12000.0,6.5,22256000.0,6973930.0,2
Semi-Pro,55000000,43980363,Comedy,99.0,164.0,8000.0,5.8,22193000.0,5332000.0,1
The Pirates! Band of Misfits,55000000,136143605,Adventure,88.0,238.0,4000.0,6.7,24336067.0,4155381.0,2
Elizabeth: The Golden Age,55000000,74870866,Drama,114.0,202.0,13000.0,6.9,7140075.0,2857380.0,4
Imagine That,55000000,16123323,Comedy,107.0,93.0,939.0,5.6,10745974.0,4056726.0,2
Gods and Generals,55000000,12923936,Drama,280.0,84.0,789.0,6.3,7624079.0,1160000.0,1
Bullet to the Head,55000000,22597969,Action,92.0,279.0,13000.0,5.7,6958875.0,1834729.0,1
All the King's Men,55000000,9521458,Drama,128.0,127.0,14000.0,6.2,3672366.0,760041.0,3
Lucky You,55000000,6521829,Drama,124.0,106.0,21000.0,5.9,2710445.0,1086319.0,2
Superman II,54000000,108185706,Adventure,116.0,121.0,593.0,6.8,42517819.0,7371194.0,2
Seven Pounds,54000000,166617328,Drama,123.0,202.0,10000.0,7.7,41941120.0,13866344.0,4
Elizabethtown,54000000,50719373,Drama,123.0,190.0,5000.0,6.4,16218711.0,3687268.0,4
Shaft,53012938,107190108,Action,99.0,160.0,23000.0,5.9,46958831.0,14015038.0,2
The Dukes of Hazzard,53000000,109848461,Comedy,107.0,144.0,631.0,5.1,52782844.0,15301028.0,3
Law Abiding Citizen,53000000,131159781,Thriller/Suspense,118.0,216.0,18000.0,7.4,54096385.0,14550341.0,4
Black Mass,53000000,98837872,Drama,123.0,391.0,40000.0,7.0,45188344.0,12961263.0,3
Anastasia,53000000,139801290,Musical,94.0,78.0,4000.0,7.1,35163000.0,7947821.0,4
